player_id,team,opp,pos,name,fpts,proj_own,smash,opto_pct,value_percent,ceil,floor,min_exposure,max_exposure,rg_value,salary,custom,rg_id,partner_id
944343,MIA,NYJ,RB,Alexander Mattison,,0,,,,,,0,0,-10.75,4000,,982173,944343
607864,BUF,CIN,WR,Brandin Cooks,3.37,0.34,,,,8.7,0.1,0,0,-5.78,3200,,18281,607864
1380476,WAS,MIN,WR,Jacoby Jones,,0,,,,,,0,0,-8.75,3000,,8275099,1380476
836103,WAS,MIN,WR,Noah Brown,4.44,0.52,,,,10.1,0.9,0,0,-4.31,3000,,36957,836103
920077,LV,DEN,TE,Albert Okwuegbunam Jr.,,0,,,,,,0,0,-7.75,2500,,1844837,920077
823156,MIA,NYJ,WR,Tyreek Hill,,0,,,,,,0,0,-8.75,3000,,35616,823156
1164788,NO,TB,WR,Devaughn Vele,8.59,4.76,,,,15.2,3.7,0,0,-1.56,3700,,6227936,1164788
1140248,JAX,IND,RB,Cody Schrader,,0,,,,,,0,0,-10.75,4000,,6228516,1140248
1286438,TEN,CLE,TE,Gunnar Helm,5.77,1.53,,,,10.8,2.1,0,0,-2.78,2900,,8229047,1286438
884350,BAL,PIT,TE,Scotty Washington,,0,,,,,,0,0,-7.75,2500,,1844124,884350
1165229,BUF,CIN,RB,Ray Davis,2,0.14,,,,7.5,,0,0,-8.95,4100,,6227753,1165229
216342,CIN,BUF,QB,Joe Flacco,,0,,,,,,0,0,-13.75,4000,,11610,216342
1110306,NO,TB,QB,Tyler Shough,14.03,3.72,,,,22.7,6.9,0,0,-0.92,4600,,8223333,1110306
1231559,GB,CHI,WR,Malik Heath,,0,,,,,,0,0,-8.75,3000,,4715974,1231559
